season,week,contestant_index,name,prob_eliminated
9,5,6,Natalie Coughlin,0.3353572189807892
9,5,7,Louie Vito,0.16180631518363953
9,5,8,Michael Irvin,0.15827886760234833
9,5,9,Joanna Krupa,0.05191546678543091
9,5,13,Aaron Carter,0.05723593384027481
9,5,14,Mya,0.01918783225119114
9,5,15,Donny Osmond,0.00818968191742897
9,5,16,Kelly Osbourne,0.04332556203007698
9,6,3,Melissa Joan Hart,0.3479015529155731
9,6,4,Mark Dacascos,0.05465749651193619
9,6,7,Louie Vito,0.3154045343399048
9,6,8,Michael Irvin,0.1734333485364914
9,6,9,Joanna Krupa,0.016395654529333115
9,6,13,Aaron Carter,0.03043200448155403
9,6,14,Mya,0.015864623710513115
9,6,15,Donny Osmond,0.009312303736805916
9,6,16,Kelly Osbourne,0.036598604172468185
9,7,4,Mark Dacascos,0.5040393471717834
9,7,8,Michael Irvin,0.3491167426109314
9,7,9,Joanna Krupa,0.034053266048431396
9,7,13,Aaron Carter,0.07514750957489014
9,7,14,Mya,0.02164056897163391
9,7,15,Donny Osmond,0.002722550882026553
9,7,16,Kelly Osbourne,0.013280078768730164
9,8,9,Joanna Krupa,0.09457062184810638
9,8,13,Aaron Carter,0.8845792412757874
9,8,14,Mya,0.0004081066872458905
9,8,15,Donny Osmond,0.0017492457991465926
9,8,16,Kelly Osbourne,0.018692899495363235
9,9,9,Joanna Krupa,0.7834261655807495
9,9,14,Mya,0.04016394168138504
9,9,15,Donny Osmond,0.01819717511534691
9,9,16,Kelly Osbourne,0.15821270644664764
9,10,14,Mya,0.5682772994041443
9,10,15,Donny Osmond,0.001183707732707262
9,10,16,Kelly Osbourne,0.43053898215293884
10,1,1,Aiden Turner,0.1848597675561905
10,1,2,Shannen Doherty,0.18386682868003845
10,1,3,Niecy Nash,0.05704062804579735
10,1,4,Buzz Aldrin,0.24929359555244446
10,1,5,Chad Ochocinco,0.05385904759168625
10,1,6,Evan Lysacek,0.02100464515388012
10,1,7,Pamela Anderson,0.041154179722070694
10,1,8,Nicole Scherzinger,0.01225610263645649
10,1,9,Erin Andrews,0.029970521107316017
10,1,10,Kate Gosselin,0.1135312169790268
10,1,11,Jake Pavelka,0.053163401782512665
10,2,1,Aiden Turner,0.11129745095968246
10,2,2,Shannen Doherty,0.16752997040748596
10,2,3,Niecy Nash,0.04694389924407005
10,2,4,Buzz Aldrin,0.27074503898620605
10,2,5,Chad Ochocinco,0.07666551321744919
10,2,6,Evan Lysacek,0.02999548427760601
10,2,7,Pamela Anderson,0.0513661727309227
10,2,8,Nicole Scherzinger,0.016072120517492294
10,2,9,Erin Andrews,0.03359789028763771
10,2,10,Kate Gosselin,0.12653566896915436
10,2,11,Jake Pavelka,0.0692506954073906
10,3,1,Aiden Turner,0.14282283186912537
10,3,3,Niecy Nash,0.04032863676548004
10,3,4,Buzz Aldrin,0.4342862069606781
10,3,5,Chad Ochocinco,0.04145023226737976
10,3,6,Evan Lysacek,0.017225198447704315
10,3,7,Pamela Anderson,0.057343289256095886
10,3,8,Nicole Scherzinger,0.018217209726572037
10,3,9,Erin Andrews,0.025465162470936775
10,3,10,Kate Gosselin,0.15685543417930603
10,3,11,Jake Pavelka,0.06600573658943176
10,4,1,Aiden Turner,0.4336792230606079
10,4,3,Niecy Nash,0.07819902151823044
10,4,5,Chad Ochocinco,0.027946464717388153
10,4,6,Evan Lysacek,0.009873749688267708
10,4,7,Pamela Anderson,0.03435053676366806
10,4,8,Nicole Scherzinger,0.008335581980645657
10,4,9,Erin Andrews,0.043505191802978516
10,4,10,Kate Gosselin,0.25110188126564026
10,4,11,Jake Pavelka,0.1130082979798317
10,5,3,Niecy Nash,0.07825826108455658
10,5,5,Chad Ochocinco,0.060462672263383865
10,5,6,Evan Lysacek,0.01011500135064125
10,5,7,Pamela Anderson,0.116860531270504
10,5,8,Nicole Scherzinger,0.0031204852275550365
10,5,9,Erin Andrews,0.02376561053097248
10,5,10,Kate Gosselin,0.5874477028846741
10,5,11,Jake Pavelka,0.11996980756521225
10,6,3,Niecy Nash,0.11769948899745941
10,6,5,Chad Ochocinco,0.023413721472024918
10,6,6,Evan Lysacek,0.04781219735741615
10,6,7,Pamela Anderson,0.12005551159381866
10,6,8,Nicole Scherzinger,0.0016733870143070817
10,6,9,Erin Andrews,0.007803759071975946
10,6,11,Jake Pavelka,0.6815419793128967
10,7,3,Niecy Nash,0.3668796420097351
10,7,5,Chad Ochocinco,0.05609079450368881
10,7,6,Evan Lysacek,0.013673802837729454
10,7,7,Pamela Anderson,0.4961104094982147
10,7,8,Nicole Scherzinger,0.004051657393574715
10,7,9,Erin Andrews,0.0631936565041542
10,8,3,Niecy Nash,0.8191194534301758
10,8,5,Chad Ochocinco,0.15988464653491974
10,8,6,Evan Lysacek,0.010006110183894634
10,8,8,Nicole Scherzinger,5.303248326526955e-05
10,8,9,Erin Andrews,0.010936673730611801
10,9,5,Chad Ochocinco,0.9383853673934937
10,9,6,Evan Lysacek,0.022889195010066032
10,9,8,Nicole Scherzinger,3.875798029184807e-06
10,9,9,Erin Andrews,0.03872145712375641
10,10,6,Evan Lysacek,0.49479204416275024
10,10,8,Nicole Scherzinger,5.627858179479972e-09
10,10,9,Erin Andrews,0.5052079558372498
11,1,1,David Hasselhoff,0.275108277797699
11,1,2,Florence Henderson,0.06483903527259827
11,1,3,Kyle Massey,0.01576857641339302
11,1,4,Jennifer Grey,0.011863472871482372
11,1,5,Rick Fox,0.022835886105895042
11,1,6,Kurt Warner,0.03955639526247978
11,1,7,Margaret Cho,0.16370221972465515
11,1,8,Michael Bolton,0.1604272723197937
11,1,9,Brandy,0.016495516523718834
11,1,10,The Situation,0.1357731819152832
11,1,11,Audrina Patridge,0.04938416928052902
11,1,12,Bristol Palin,0.04424609616398811
11,2,2,Florence Henderson,0.08343028277158737
11,2,3,Kyle Massey,0.03295527398586273
11,2,4,Jennifer Grey,0.02357049658894539
11,2,5,Rick Fox,0.047641657292842865
11,2,6,Kurt Warner,0.04258017614483833
11,2,7,Margaret Cho,0.15184499323368073
11,2,8,Michael Bolton,0.3839583694934845
11,2,9,Brandy,0.039344847202301025
11,2,10,The Situation,0.11236079037189484
11,2,11,Audrina Patridge,0.04936801269650459
11,2,12,Bristol Palin,0.032945141196250916
11,3,2,Florence Henderson,0.13788051903247833
11,3,3,Kyle Massey,0.02967873029410839
11,3,4,Jennifer Grey,0.01984827220439911
11,3,5,Rick Fox,0.034066859632730484
11,3,6,Kurt Warner,0.03661772981286049
11,3,7,Margaret Cho,0.43145397305488586
11,3,9,Brandy,0.026130612939596176
11,3,10,The Situation,0.18018151819705963
11,3,11,Audrina Patridge,0.030326224863529205
11,3,12,Bristol Palin,0.07381554692983627
11,4,2,Florence Henderson,0.18256478011608124
11,4,3,Kyle Massey,0.03126343712210655
11,4,4,Jennifer Grey,0.00590152945369482
11,4,5,Rick Fox,0.060332830995321274
11,4,6,Kurt Warner,0.07320210337638855
11,4,9,Brandy,0.018202459439635277
11,4,10,The Situation,0.5101404786109924
11,4,11,Audrina Patridge,0.055623989552259445
11,4,12,Bristol Palin,0.0627683699131012
11,5,2,Florence Henderson,0.4269726574420929
11,5,3,Kyle Massey,0.0830606073141098
11,5,4,Jennifer Grey,0.01776665449142456
11,5,5,Rick Fox,0.07325676828622818
11,5,6,Kurt Warner,0.05206792801618576
11,5,9,Brandy,0.0204196535050869
11,5,11,Audrina Patridge,0.19449181854724884
11,5,12,Bristol Palin,0.1319638341665268
11,6,3,Kyle Massey,0.0586959570646286
11,6,4,Jennifer Grey,0.04419338330626488
11,6,5,Rick Fox,0.15047186613082886
11,6,6,Kurt Warner,0.3777240514755249
11,6,9,Brandy,0.028230741620063782
11,6,11,Audrina Patridge,0.2591065466403961
11,6,12,Bristol Palin,0.08157753944396973
11,7,3,Kyle Massey,0.09920433163642883
11,7,4,Jennifer Grey,0.006676918361335993
11,7,5,Rick Fox,0.5309239625930786
11,7,6,Kurt Warner,0.15683795511722565
11,7,9,Brandy,0.03552569821476936
11,7,12,Bristol Palin,0.1708310842514038
11,8,3,Kyle Massey,0.01116676814854145
11,8,4,Jennifer Grey,0.00059828459052369
11,8,6,Kurt Warner,0.9038551449775696
11,8,9,Brandy,0.049347296357154846
11,8,12,Bristol Palin,0.0350324921309948
11,9,3,Kyle Massey,0.06746291369199753
11,9,4,Jennifer Grey,0.0010719052515923977
11,9,9,Brandy,0.7083371877670288
11,9,12,Bristol Palin,0.22312799096107483
11,10,3,Kyle Massey,0.6552979350090027
11,10,4,Jennifer Grey,1.0679085789888632e-05
11,10,12,Bristol Palin,0.34469130635261536
12,1,1,Ralph Macchio,0.014615842141211033
12,1,2,Chelsea Kane,0.030915971845388412
12,1,3,Kirstie Alley,0.014900632202625275
12,1,4,Hines Ward,0.019070053473114967
12,1,5,Sugar Ray Leonard,0.11753448098897934
12,1,6,Chris Jericho,0.06607700139284134
12,1,7,Petra Nemcova,0.08337695896625519
12,1,8,Mike Catherwood,0.3414554297924042
12,1,9,Romeo,0.04275604709982872
12,1,10,Wendy Williams,0.20973823964595795
12,1,11,Kendra Wilkinson,0.059559356421232224
12,2,1,Ralph Macchio,0.017495958134531975
12,2,2,Chelsea Kane,0.06390895694494247
12,2,3,Kirstie Alley,0.021436670795083046
12,2,4,Hines Ward,0.007517616264522076
12,2,5,Sugar Ray Leonard,0.185381680727005
12,2,6,Chris Jericho,0.019188668578863144
12,2,7,Petra Nemcova,0.10968928039073944
12,2,8,Mike Catherwood,0.2953857183456421
12,2,9,Romeo,0.012456897646188736
12,2,10,Wendy Williams,0.2111852467060089
12,2,11,Kendra Wilkinson,0.056353259831666946
12,3,1,Ralph Macchio,0.03132268786430359
12,3,2,Chelsea Kane,0.037096746265888214
12,3,3,Kirstie Alley,0.025703947991132736
12,3,4,Hines Ward,0.013322883285582066
12,3,5,Sugar Ray Leonard,0.17597231268882751
12,3,6,Chris Jericho,0.09987058490514755
12,3,7,Petra Nemcova,0.06357500702142715
12,3,9,Romeo,0.05952166020870209
12,3,10,Wendy Williams,0.44272181391716003
12,3,11,Kendra Wilkinson,0.05089230090379715
12,4,1,Ralph Macchio,0.022386355325579643
12,4,2,Chelsea Kane,0.030713122338056564
12,4,3,Kirstie Alley,0.03354122117161751
12,4,4,Hines Ward,0.016291499137878418
12,4,5,Sugar Ray Leonard,0.3198607265949249
12,4,6,Chris Jericho,0.12928776443004608
12,4,7,Petra Nemcova,0.14954662322998047
12,4,9,Romeo,0.06040770560503006
12,4,11,Kendra Wilkinson,0.237964928150177
12,5,1,Ralph Macchio,0.0693841427564621
12,5,2,Chelsea Kane,0.018392624333500862
12,5,3,Kirstie Alley,0.030006254091858864
12,5,4,Hines Ward,0.0033291715662926435
12,5,6,Chris Jericho,0.0573299340903759
12,5,7,Petra Nemcova,0.5583822131156921
12,5,9,Romeo,0.01959545910358429
12,5,11,Kendra Wilkinson,0.24358020722866058
12,6,1,Ralph Macchio,0.04065826162695885
12,6,2,Chelsea Kane,0.024500591680407524
12,6,3,Kirstie Alley,0.013878243044018745
12,6,4,Hines Ward,0.008426588028669357
12,6,6,Chris Jericho,0.7585336565971375
12,6,9,Romeo,0.026414161548018456
12,6,11,Kendra Wilkinson,0.12758846580982208
12,7,1,Ralph Macchio,0.0033455120865255594
12,7,2,Chelsea Kane,0.040620796382427216
12,7,3,Kirstie Alley,0.042413871735334396
12,7,4,Hines Ward,0.0014010510640218854
12,7,9,Romeo,0.37816208600997925
12,7,11,Kendra Wilkinson,0.5340566635131836
12,8,1,Ralph Macchio,0.23018363118171692
12,8,2,Chelsea Kane,0.20157037675380707
12,8,3,Kirstie Alley,0.013096834532916546
12,8,4,Hines Ward,0.006756985560059547
12,8,9,Romeo,0.5483921766281128
12,9,1,Ralph Macchio,0.8489185571670532
12,9,2,Chelsea Kane,0.03841516375541687
12,9,3,Kirstie Alley,0.09429531544446945
12,9,4,Hines Ward,0.018371041864156723
12,10,2,Chelsea Kane,0.5292001962661743
12,10,3,Kirstie Alley,0.46675705909729004
12,10,4,Hines Ward,0.004042744170874357
13,1,1,Elisabetta Canalis,0.17129813134670258
13,1,2,David Arquette,0.050337862223386765
13,1,3,Ricki Lake,0.029667137190699577
13,1,4,J.R. Martinez,0.01977541856467724
13,1,5,Metta World Peace (Ron),0.32050374150276184
13,1,6,Hope Solo,0.025625867769122124
13,1,7,Chynna Phillips,0.03728225454688072
13,1,8,Kristin Cavallari,0.0743991881608963
13,1,9,Carson Kressley,0.07108013331890106
13,1,10,Chaz Bono,0.06416933983564377
13,1,11,Nancy Grace,0.07071073353290558
13,1,12,Rob Kardashian,0.06515021622180939
13,2,1,Elisabetta Canalis,0.15294665098190308
13,2,2,David Arquette,0.11013717949390411
13,2,3,Ricki Lake,0.023549824953079224
13,2,4,J.R. Martinez,0.029965732246637344
13,2,6,Hope Solo,0.07317541539669037
13,2,7,Chynna Phillips,0.11841811239719391
13,2,8,Kristin Cavallari,0.10866706818342209
13,2,9,Carson Kressley,0.1428157389163971
13,2,10,Chaz Bono,0.15497630834579468
13,2,11,Nancy Grace,0.04573596641421318
13,2,12,Rob Kardashian,0.03961200639605522
13,3,2,David Arquette,0.06877405941486359
13,3,3,Ricki Lake,0.032490771263837814
13,3,4,J.R. Martinez,0.037410393357276917
13,3,6,Hope Solo,0.05847007781267166
13,3,7,Chynna Phillips,0.12717819213867188
13,3,8,Kristin Cavallari,0.21378563344478607
13,3,9,Carson Kressley,0.10775081813335419
13,3,10,Chaz Bono,0.20014189183712006
13,3,11,Nancy Grace,0.10110928118228912
13,3,12,Rob Kardashian,0.05288894101977348
13,4,2,David Arquette,0.060790106654167175
13,4,3,Ricki Lake,0.006074349395930767
13,4,4,J.R. Martinez,0.01588021032512188
13,4,6,Hope Solo,0.03567833453416824
13,4,7,Chynna Phillips,0.3820183277130127
13,4,9,Carson Kressley,0.23370987176895142
13,4,10,Chaz Bono,0.1312733292579651
13,4,11,Nancy Grace,0.10310883074998856
13,4,12,Rob Kardashian,0.03146671876311302
13,5,2,David Arquette,0.050676412880420685
13,5,3,Ricki Lake,0.022990405559539795
13,5,4,J.R. Martinez,0.008386904373764992
13,5,6,Hope Solo,0.03372791036963463
13,5,9,Carson Kressley,0.6191149950027466
13,5,10,Chaz Bono,0.17998720705509186
13,5,11,Nancy Grace,0.06704659014940262
13,5,12,Rob Kardashian,0.0180695578455925
13,6,2,David Arquette,0.14512957632541656
13,6,3,Ricki Lake,0.0049185482785105705
13,6,4,J.R. Martinez,0.0041089896112680435
13,6,6,Hope Solo,0.07486420124769211
13,6,10,Chaz Bono,0.698875367641449
13,6,11,Nancy Grace,0.050404418259859085
13,6,12,Rob Kardashian,0.021698931232094765
13,7,2,David Arquette,0.5549068450927734
13,7,3,Ricki Lake,0.009534633718430996
13,7,4,J.R. Martinez,0.0220937617123127
13,7,6,Hope Solo,0.051525603979825974
13,7,11,Nancy Grace,0.34768131375312805
13,7,12,Rob Kardashian,0.014257839880883694
13,8,3,Ricki Lake,0.003245097119361162
13,8,4,J.R. Martinez,0.0013030619593337178
13,8,6,Hope Solo,0.10224881768226624
13,8,11,Nancy Grace,0.8902091979980469
13,8,12,Rob Kardashian,0.002993833040818572
13,9,3,Ricki Lake,0.03199274092912674
13,9,4,J.R. Martinez,0.00020821631187573075
13,9,6,Hope Solo,0.953408420085907
13,9,12,Rob Kardashian,0.014390600845217705
13,10,3,Ricki Lake,0.5977650284767151
13,10,4,J.R. Martinez,0.12699103355407715
13,10,12,Rob Kardashian,0.2752438485622406
14,1,1,William Levy,0.02551526576280594
14,1,2,Jack Wagner,0.08102469146251678
14,1,3,Sherri Sheperd,0.06824210286140442
14,1,4,Jaleel White,0.01791073940694332
14,1,5,Roshon Fegan,0.04047979786992073
14,1,6,Melissa Gilbert,0.09982503950595856
14,1,7,Martina Navratilova,0.30914831161499023
14,1,8,Donald Driver,0.0670388862490654
14,1,9,Gavin DeGraw,0.15715061128139496
14,1,10,Gladys Knight,0.04979121685028076
14,1,11,Katherine Jenkins,0.013474905863404274
14,1,12,Maria Menounos,0.07039845734834671
14,2,1,William Levy,0.029708674177527428
14,2,2,Jack Wagner,0.12456890195608139
14,2,3,Sherri Sheperd,0.0777445137500763
14,2,4,Jaleel White,0.06280061602592468
14,2,5,Roshon Fegan,0.02934196963906288
14,2,6,Melissa Gilbert,0.06645834445953369
14,2,7,Martina Navratilova,0.32537132501602173
14,2,8,Donald Driver,0.03404754772782326
14,2,9,Gavin DeGraw,0.09052927047014236
14,2,10,Gladys Knight,0.10265342891216278
14,2,11,Katherine Jenkins,0.025958023965358734
14,2,12,Maria Menounos,0.030817437916994095
14,3,1,William Levy,0.006139613222330809
14,3,2,Jack Wagner,0.2746680974960327
14,3,3,Sherri Sheperd,0.20740003883838654
14,3,4,Jaleel White,0.0625632181763649
14,3,5,Roshon Fegan,0.047902148216962814
14,3,6,Melissa Gilbert,0.07793168723583221
14,3,8,Donald Driver,0.020412109792232513
14,3,9,Gavin DeGraw,0.16374234855175018
14,3,10,Gladys Knight,0.12382839620113373
14,3,11,Katherine Jenkins,0.0034096031449735165
14,3,12,Maria Menounos,0.012002779170870781
14,4,1,William Levy,0.05567239597439766
14,4,3,Sherri Sheperd,0.3323061466217041
14,4,4,Jaleel White,0.109869085252285
14,4,5,Roshon Fegan,0.023836586624383926
14,4,6,Melissa Gilbert,0.06372753530740738
14,4,8,Donald Driver,0.012746334075927734
14,4,9,Gavin DeGraw,0.13413932919502258
14,4,10,Gladys Knight,0.21644380688667297
14,4,11,Katherine Jenkins,0.032234687358140945
14,4,12,Maria Menounos,0.019024038687348366
14,5,1,William Levy,0.016342874616384506
14,5,4,Jaleel White,0.10557323694229126
14,5,5,Roshon Fegan,0.043269116431474686
14,5,6,Melissa Gilbert,0.08037963509559631
14,5,8,Donald Driver,0.022213896736502647
14,5,9,Gavin DeGraw,0.51581209897995
14,5,10,Gladys Knight,0.1731502264738083
14,5,11,Katherine Jenkins,0.017119595780968666
14,5,12,Maria Menounos,0.026139361783862114
14,6,1,William Levy,0.016851579770445824
14,6,4,Jaleel White,0.08732730150222778
14,6,5,Roshon Fegan,0.11075163632631302
14,6,6,Melissa Gilbert,0.05379897728562355
14,6,8,Donald Driver,0.02045697346329689
14,6,10,Gladys Knight,0.6516879200935364
14,6,11,Katherine Jenkins,0.012232770211994648
14,6,12,Maria Menounos,0.04689289629459381
14,7,1,William Levy,0.04186146706342697
14,7,4,Jaleel White,0.47977936267852783
14,7,5,Roshon Fegan,0.12927207350730896
14,7,6,Melissa Gilbert,0.25349679589271545
14,7,8,Donald Driver,0.038521658629179
14,7,11,Katherine Jenkins,0.03628745302557945
14,7,12,Maria Menounos,0.020781243219971657
14,8,1,William Levy,0.021200936287641525
14,8,5,Roshon Fegan,0.249956414103508
14,8,6,Melissa Gilbert,0.47728919982910156
14,8,8,Donald Driver,0.0362003929913044
14,8,11,Katherine Jenkins,0.05468330159783363
14,8,12,Maria Menounos,0.1606697142124176
14,9,1,William Levy,0.05530300363898277
14,9,8,Donald Driver,0.07283026725053787
14,9,11,Katherine Jenkins,0.7286913990974426
14,9,12,Maria Menounos,0.14317530393600464
14,10,1,William Levy,0.7287944555282593
14,10,8,Donald Driver,0.26822638511657715
14,10,11,Katherine Jenkins,0.0029790711123496294
15,1,1,Gilles Marini,0.03382354602217674
15,1,2,Sabrina Bryan,0.04730818048119545
15,1,3,Kirstie Alley,0.0762334018945694
15,1,4,Kelly Monaco,0.043320488184690475
15,1,5,Apolo Anton Ohno,0.04336308687925339
15,1,6,Emmitt Smith,0.02691827155649662
15,1,7,Shawn Johnson,0.04003759101033211
15,1,8,Pamela Anderson,0.28801125288009644
15,1,9,Helio Castroneves,0.07898898422718048
15,1,10,Joey Fatone,0.11237284541130066
15,1,11,Drew Lachey,0.07999240607023239
15,1,12,Bristol Palin,0.0840945839881897
15,1,13,Melissa Rycroft,0.04553539678454399
15,2,1,Gilles Marini,0.04289188235998154
15,2,2,Sabrina Bryan,0.04461536183953285
15,2,3,Kirstie Alley,0.07958634197711945
15,2,4,Kelly Monaco,0.05532572418451309
15,2,5,Apolo Anton Ohno,0.042900893837213516
15,2,6,Emmitt Smith,0.05499071255326271
15,2,7,Shawn Johnson,0.03495334833860397
15,2,9,Helio Castroneves,0.12222842872142792
15,2,10,Joey Fatone,0.1753969043493271
15,2,11,Drew Lachey,0.1349010169506073
15,2,12,Bristol Palin,0.171005979180336
15,2,13,Melissa Rycroft,0.04120339825749397
15,3,1,Gilles Marini,0.06053650751709938
15,3,2,Sabrina Bryan,0.07167758792638779
15,3,3,Kirstie Alley,0.08400002866983414
15,3,4,Kelly Monaco,0.025105727836489677
15,3,5,Apolo Anton Ohno,0.04834714159369469
15,3,6,Emmitt Smith,0.051183950155973434
15,3,7,Shawn Johnson,0.02977428026497364
15,3,9,Helio Castroneves,0.15425018966197968
15,3,11,Drew Lachey,0.2505039870738983
15,3,12,Bristol Palin,0.2015358805656433
15,3,13,Melissa Rycroft,0.023084748536348343
15,4,1,Gilles Marini,0.05548463761806488
15,4,2,Sabrina Bryan,0.16743819415569305
15,4,3,Kirstie Alley,0.1886208951473236
15,4,4,Kelly Monaco,0.025181017816066742
15,4,5,Apolo Anton Ohno,0.06977929174900055
15,4,6,Emmitt Smith,0.042407143861055374
15,4,7,Shawn Johnson,0.01902172900736332
15,4,12,Bristol Palin,0.4101611375808716
15,4,13,Melissa Rycroft,0.021906031295657158
15,5,1,Gilles Marini,0.1504371017217636
15,5,2,Sabrina Bryan,0.14254075288772583
15,5,3,Kirstie Alley,0.3019779920578003
15,5,4,Kelly Monaco,0.17142674326896667
15,5,5,Apolo Anton Ohno,0.07985616475343704
15,5,6,Emmitt Smith,0.06974261999130249
15,5,7,Shawn Johnson,0.04802381247282028
15,5,13,Melissa Rycroft,0.03599473461508751
15,6,1,Gilles Marini,0.2739737331867218
15,6,2,Sabrina Bryan,0.09039482474327087
15,6,3,Kirstie Alley,0.19194035232067108
15,6,4,Kelly Monaco,0.11639106273651123
15,6,5,Apolo Anton Ohno,0.030447252094745636
15,6,6,Emmitt Smith,0.2125483751296997
15,6,7,Shawn Johnson,0.06521110981702805
15,6,13,Melissa Rycroft,0.019093379378318787
15,7,1,Gilles Marini,0.33822524547576904
15,7,3,Kirstie Alley,0.4371912181377411
15,7,4,Kelly Monaco,0.024978749454021454
15,7,5,Apolo Anton Ohno,0.11526162177324295
15,7,6,Emmitt Smith,0.054888539016246796
15,7,7,Shawn Johnson,0.01965315453708172
15,7,13,Melissa Rycroft,0.009801573120057583
15,8,1,Gilles Marini,0.22991448640823364
15,8,3,Kirstie Alley,0.512294590473175
15,8,4,Kelly Monaco,0.0452309288084507
15,8,5,Apolo Anton Ohno,0.08057867735624313
15,8,6,Emmitt Smith,0.05616392567753792
15,8,7,Shawn Johnson,0.05933934450149536
15,8,13,Melissa Rycroft,0.016477957367897034
15,9,4,Kelly Monaco,0.14573688805103302
15,9,5,Apolo Anton Ohno,0.26826775074005127
15,9,6,Emmitt Smith,0.566964864730835
15,9,7,Shawn Johnson,0.0112617751583457
15,9,13,Melissa Rycroft,0.007768677547574043
15,10,4,Kelly Monaco,0.9168256521224976
15,10,7,Shawn Johnson,0.08300536125898361
15,10,13,Melissa Rycroft,0.00016895002045203
16,1,1,Ingo Rademacher,0.051482219249010086
16,1,2,Zendaya,0.031227776780724525
16,1,3,Dorothy Hamill,0.13274823129177094
16,1,4,Victor Ortiz,0.07709751278162003
16,1,5,Alexandra Raisman,0.04391725733876228
16,1,6,Jacoby Jones,0.04916207492351532
16,1,7,D. L. Hughley,0.17787405848503113
16,1,8,Andy Dick,0.07940841466188431
16,1,9,Wynonna Judd,0.14253687858581543
16,1,10,Kellie Pickler,0.042174167931079865
16,1,11,Lisa Vanderpump,0.11229514330625534
16,1,12,Sean Lowe,0.06007634103298187
16,2,1,Ingo Rademacher,0.04738621413707733
16,2,2,Zendaya,0.018170977011322975
16,2,3,Dorothy Hamill,0.30399784445762634
16,2,4,Victor Ortiz,0.07704893499612808
16,2,5,Alexandra Raisman,0.02460569143295288
16,2,6,Jacoby Jones,0.028614051640033722
16,2,7,D. L. Hughley,0.12217961996793747
16,2,8,Andy Dick,0.05206511542201042
16,2,9,Wynonna Judd,0.14545772969722748
16,2,10,Kellie Pickler,0.017402252182364464
16,2,11,Lisa Vanderpump,0.1136699914932251
16,2,12,Sean Lowe,0.049401480704545975
16,3,1,Ingo Rademacher,0.0502014085650444
16,3,2,Zendaya,0.023700552061200142
16,3,4,Victor Ortiz,0.04967259243130684
16,3,5,Alexandra Raisman,0.03568306192755699
16,3,6,Jacoby Jones,0.023608647286891937
16,3,7,D. L. Hughley,0.16271276772022247
16,3,8,Andy Dick,0.08681999891996384
16,3,9,Wynonna Judd,0.3738738000392914
16,3,10,Kellie Pickler,0.025528695434331894
16,3,11,Lisa Vanderpump,0.11486959457397461
16,3,12,Sean Lowe,0.05332878977060318
16,4,1,Ingo Rademacher,0.03966676816344261
16,4,2,Zendaya,0.018748940899968147
16,4,4,Victor Ortiz,0.17536136507987976
16,4,5,Alexandra Raisman,0.01505559217184782
16,4,6,Jacoby Jones,0.028730155900120735
16,4,7,D. L. Hughley,0.12983912229537964
16,4,8,Andy Dick,0.07541213184595108
16,4,10,Kellie Pickler,0.017028402537107468
16,4,11,Lisa Vanderpump,0.4168602526187897
16,4,12,Sean Lowe,0.0832972303032875
16,5,1,Ingo Rademacher,0.06776103377342224
16,5,2,Zendaya,0.011708047240972519
16,5,4,Victor Ortiz,0.14319869875907898
16,5,5,Alexandra Raisman,0.025530248880386353
16,5,6,Jacoby Jones,0.020865576341748238
16,5,7,D. L. Hughley,0.49181050062179565
16,5,8,Andy Dick,0.17997285723686218
16,5,10,Kellie Pickler,0.014508762396872044
16,5,12,Sean Lowe,0.04464438185095787
16,6,1,Ingo Rademacher,0.05336368456482887
16,6,2,Zendaya,0.017330311238765717
16,6,4,Victor Ortiz,0.6047658920288086
16,6,5,Alexandra Raisman,0.014763880521059036
16,6,6,Jacoby Jones,0.041394226253032684
16,6,8,Andy Dick,0.18481703102588654
16,6,10,Kellie Pickler,0.0076951500959694386
16,6,12,Sean Lowe,0.07586990296840668
16,7,1,Ingo Rademacher,0.06097228825092316
16,7,2,Zendaya,0.016434157267212868
16,7,5,Alexandra Raisman,0.013096840120851994
16,7,6,Jacoby Jones,0.021240705624222755
16,7,8,Andy Dick,0.7378701567649841
16,7,10,Kellie Pickler,0.00840514712035656
16,7,12,Sean Lowe,0.14198078215122223
16,8,1,Ingo Rademacher,0.12049432098865509
16,8,2,Zendaya,0.011659115552902222
16,8,5,Alexandra Raisman,0.012736519798636436
16,8,6,Jacoby Jones,0.015978489071130753
16,8,10,Kellie Pickler,0.002947151195257902
16,8,12,Sean Lowe,0.8361844420433044
16,9,1,Ingo Rademacher,0.923289954662323
16,9,2,Zendaya,0.011313139460980892
16,9,5,Alexandra Raisman,0.035383593291044235
16,9,6,Jacoby Jones,0.029888231307268143
16,9,10,Kellie Pickler,0.00012519230949692428
16,10,2,Zendaya,0.3511693775653839
16,10,5,Alexandra Raisman,0.33017101883888245
16,10,6,Jacoby Jones,0.3109346032142639
16,10,10,Kellie Pickler,0.007724926806986332
17,1,1,Valerie Harper,0.08126752078533173
17,1,2,Brant Daugherty,0.056397709995508194
17,1,3,Elizabeth Berkley Lauren,0.04057329148054123
17,1,4,Leah Remini,0.05483245477080345
17,1,5,Corbin Bleu,0.03787088021636009
17,1,6,Amber Riley,0.024964671581983566
17,1,7,Keyshawn Johnson,0.24484507739543915
17,1,8,Bill Engvall,0.07189621031284332
17,1,9,Christina Milian,0.06590363383293152
17,1,10,"Nicole ""Snooki"" Polizzi",0.05406605452299118
